ADATE,Year,Month,Day,Anamolytype,Anamoly
1990-09-11,1990,9,11,UNK,1
1992-04-15,1992,4,15,UNK,1
1987-10-27,1987,10,27,UNK,1
1978-10-04,1978,10,4,ESD,1
1974-06-15,1974,6,15,ESD,1
1974-07-28,1974,7,28,ESD,1
1977-07-24,1977,7,24,ESD,1
1983-02-21,1983,2,21,ESD,1
1983-04-13,1983,4,13,ESD,1
1983-09-14,1983,9,14,ESD,1
1984-04-13,1984,4,13,ESD,1
1984-08-19,1984,8,19,ESD,1
1984-09-01,1984,9,1,ESD,1
1978-12-16,1978,12,16,UNK,1
1979-09-07,1979,9,7,ESD,1
1985-11-14,1985,11,14,UNK,1
1986-02-02,1986,2,2,ESD,1
1987-10-23,1987,10,23,UNK,1
1987-11-05,1987,11,5,UNK,1
1987-12-21,1987,12,21,UNK,1
1988-09-21,1988,9,21,UNK,1
1984-08-12,1984,8,12,UNK,1
1984-09-30,1984,9,30,ESD,1
1984-12-07,1984,12,7,ESD,1
1984-12-08,1984,12,8,UNK,1
1984-12-19,1984,12,19,ESD,1
1984-12-20,1984,12,20,ESD,1
1985-01-20,1985,1,20,ESD,1
1985-03-08,1985,3,8,ESD,1
1985-03-30,1985,3,30,UNK,1
1985-10-21,1985,10,21,ESD,1
1985-11-17,1985,11,17,UNK,1
1986-01-30,1986,1,30,ESD,1
1986-02-21,1986,2,21,UNK,1
1986-02-24,1986,2,24,ESD,1
1986-03-05,1986,3,5,ESD,1
1986-04-02,1986,4,2,UNK,1
1986-04-13,1986,4,13,UNK,1
1987-09-04,1987,9,4,ESD,1
1987-09-09,1987,9,9,UNK,1
1987-10-15,1987,10,15,UNK,1
1988-06-07,1988,6,7,UNK,1
1989-01-22,1989,1,22,UNK,1
1989-04-17,1989,4,17,UNK,1
1989-04-19,1989,4,19,UNK,1
1982-11-11,1982,11,11,UNK,1
1983-04-09,1983,4,9,ESD,1
1983-05-06,1983,5,6,ESD,1
1983-06-16,1983,6,16,ESD,1
1983-07-28,1983,7,28,ESD,1
1983-10-11,1983,10,11,ESD,1
1983-10-19,1983,10,19,ESD,1
1983-10-25,1983,10,25,ESD,1
1983-10-31,1983,10,31,ESD,1
1983-11-03,1983,11,3,ESD,1
1983-11-10,1983,11,10,ESD,1
1983-12-09,1983,12,9,ESD,1
1983-12-12,1983,12,12,ESD,1
1983-12-13,1983,12,13,ESD,1
1983-12-26,1983,12,26,ESD,1
1984-03-02,1984,3,2,ESD,1
1984-03-03,1984,3,3,ESD,1
1984-03-07,1984,3,7,ESD,1
1984-03-23,1984,3,23,ESD,1
1984-03-29,1984,3,29,ESD,1
1984-03-31,1984,3,31,ESD,1
1984-04-02,1984,4,2,ESD,1
1984-04-03,1984,4,3,ESD,1
1984-04-28,1984,4,28,ESD,1
1984-04-29,1984,4,29,ESD,1
1984-05-23,1984,5,23,ESD,1
1984-06-05,1984,6,5,UNK,1
1984-06-18,1984,6,18,ESD,1
1984-07-15,1984,7,15,ESD,1
1984-07-17,1984,7,17,ESD,1
1984-08-05,1984,8,5,ESD,1
1984-09-11,1984,9,11,ESD,1
1984-09-24,1984,9,24,ESD,1
1984-09-27,1984,9,27,ESD,1
1984-10-07,1984,10,7,ESD,1
1984-10-09,1984,10,9,ESD,1
1984-10-10,1984,10,10,ESD,1
1984-10-11,1984,10,11,ESD,1
1984-10-12,1984,10,12,ESD,1
1984-10-13,1984,10,13,ESD,1
1984-10-14,1984,10,14,UNK,1
1984-10-17,1984,10,17,ESD,1
1984-10-22,1984,10,22,ESD,1
1984-10-23,1984,10,23,ESD,1
1984-10-24,1984,10,24,ESD,1
1984-10-25,1984,10,25,ESD,1
1984-11-02,1984,11,2,ESD,1
1984-11-07,1984,11,7,ESD,1
1984-11-19,1984,11,19,ESD,1
1984-11-24,1984,11,24,ESD,1
1984-11-26,1984,11,26,ESD,1
1984-12-04,1984,12,4,ESD,1
1984-12-05,1984,12,5,UNK,1
1984-12-06,1984,12,6,ESD,1
1984-12-13,1984,12,13,ESD,1
1984-12-17,1984,12,17,ESD,1
1985-01-10,1985,1,10,ESD,1
1985-01-13,1985,1,13,ESD,1
1985-01-21,1985,1,21,UNK,1
1985-01-23,1985,1,23,ESD,1
1985-01-26,1985,1,26,ESD,1
1985-01-29,1985,1,29,ESD,1
1985-01-31,1985,1,31,ESD,1
1985-02-01,1985,2,1,ESD,1
1985-02-07,1985,2,7,ESD,1
1985-02-09,1985,2,9,UNK,1
1985-02-12,1985,2,12,ESD,1
1985-02-13,1985,2,13,ESD,1
1985-02-14,1985,2,14,ESD,1
1985-02-17,1985,2,17,ESD,1
1985-02-18,1985,2,18,UNK,1
1985-02-27,1985,2,27,ESD,1
1985-02-28,1985,2,28,UNK,1
1985-03-02,1985,3,2,ESD,1
1985-03-06,1985,3,6,ESD,1
1985-03-10,1985,3,10,ESD,1
1985-04-03,1985,4,3,ESD,1
1985-04-09,1985,4,9,ESD,1
1985-04-28,1985,4,28,ESD,1
1985-06-15,1985,6,15,UNK,1
1985-07-07,1985,7,7,ESD,1
1985-07-13,1985,7,13,ESD,1
1985-07-21,1985,7,21,ESD,1
1985-09-18,1985,9,18,UNK,1
1985-09-26,1985,9,26,ESD,1
1985-09-27,1985,9,27,ESD,1
1985-12-07,1985,12,7,UNK,1
1985-12-09,1985,12,9,UNK,1
1985-12-16,1985,12,16,UNK,1
1985-12-20,1985,12,20,UNK,1
1985-12-21,1985,12,21,UNK,1
1986-01-03,1986,1,3,ESD,1
1986-01-21,1986,1,21,ESD,1
1986-01-25,1986,1,25,ESD,1
1986-02-04,1986,2,4,ESD,1
1986-02-07,1986,2,7,ESD,1
1986-02-09,1986,2,9,ESD,1
1986-02-11,1986,2,11,ESD,1
1986-02-12,1986,2,12,ESD,1
1986-02-15,1986,2,15,ESD,1
1986-03-04,1986,3,4,ESD,1
1986-03-07,1986,3,7,ESD,1
1986-03-10,1986,3,10,ESD,1
1986-03-15,1986,3,15,ESD,1
1986-03-22,1986,3,22,ESD,1
1986-03-26,1986,3,26,ESD,1
1986-03-29,1986,3,29,ESD,1
1986-08-23,1986,8,23,ESD,1
1986-08-24,1986,8,24,ESD,1
1986-09-19,1986,9,19,ESD,1
1986-09-23,1986,9,23,ESD,1
1987-01-10,1987,1,10,ESD,1
1987-02-23,1987,2,23,ESD,1
1987-03-09,1987,3,9,ESD,1
1987-08-14,1987,8,14,UNK,1
1987-09-02,1987,9,2,ESD,1
1987-09-12,1987,9,12,ESD,1
1987-09-14,1987,9,14,ESD,1
1987-09-19,1987,9,19,ESD,1
1987-09-29,1987,9,29,ESD,1
1987-09-30,1987,9,30,ESD,1
1987-10-02,1987,10,2,ESD,1
1987-10-20,1987,10,20,ESD,1
1987-10-28,1987,10,28,ESD,1
1987-11-26,1987,11,26,ESD,1
1987-11-28,1987,11,28,ESD,1
1988-01-03,1988,1,3,ESD,1
1988-01-05,1988,1,5,ESD,1
1988-02-19,1988,2,19,ESD,1
1988-02-26,1988,2,26,ESD,1
1988-03-15,1988,3,15,ESD,1
1988-03-20,1988,3,20,ESD,1
1988-05-24,1988,5,24,ESD,1
1988-06-23,1988,6,23,ESD,1
1988-07-03,1988,7,3,UNK,1
1988-08-11,1988,8,11,UNK,1
1988-09-13,1988,9,13,UNK,1
1988-09-25,1988,9,25,ESD,1
1988-12-04,1988,12,4,ESD,1
1988-12-19,1988,12,19,ESD,1
1988-12-20,1988,12,20,ESD,1
1988-12-24,1988,12,24,ESD,1
1988-12-31,1988,12,31,ESD,1
1989-01-12,1989,1,12,UNK,1
1989-01-24,1989,1,24,ESD,1
1989-01-25,1989,1,25,ESD,1
1989-01-26,1989,1,26,UNK,1
1989-02-10,1989,2,10,SDC,1
1989-02-15,1989,2,15,SDC,1
1989-02-21,1989,2,21,UNK,1
1989-03-04,1989,3,4,SDC,1
1989-03-08,1989,3,8,SDC,1
1989-03-11,1989,3,11,SDC,1
1989-03-16,1989,3,16,SDC,1
1989-04-04,1989,4,4,UNK,1
1989-04-12,1989,4,12,UNK,1
1982-08-26,1982,8,26,UNK,1
1982-09-24,1982,9,24,UNK,1
1983-03-27,1983,3,27,UNK,1
1983-08-19,1983,8,19,ESD,1
1984-01-06,1984,1,6,ESD,1
1984-03-14,1984,3,14,UNK,1
1984-04-16,1984,4,16,UNK,1
1985-04-20,1985,4,20,ESD,1
1985-08-30,1985,8,30,UNK,1
1986-09-30,1986,9,30,ESD,1
1988-03-31,1988,3,31,UNK,1
1984-11-27,1984,11,27,UNK,1
1986-10-07,1986,10,7,UNK,1
1986-10-24,1986,10,24,UNK,1
1986-10-27,1986,10,27,UNK,1
1986-11-04,1986,11,4,ESD,1
1987-03-02,1987,3,2,UNK,1
1987-03-14,1987,3,14,ESD,1
1988-09-09,1988,9,9,UNK,1
1988-12-02,1988,12,2,SDC,1
1994-01-20,1994,1,20,ECEMP,1
1994-01-21,1994,1,21,ECEMP,1
1981-06-19,1981,6,19,UNK,1
1985-03-15,1985,3,15,UNK,1
1985-05-07,1985,5,7,UNK,1
1986-06-01,1986,6,1,UNK,1
1985-06-27,1985,6,27,UNK,1
1985-07-01,1985,7,1,UNK,1
1987-11-09,1987,11,9,UNK,1
1967-04-06,1967,4,6,UNK,1
1968-08-10,1968,8,10,UNK,1
1969-08-12,1969,8,12,UNK,1
1985-08-27,1985,8,27,UNK,1
1985-11-11,1985,11,11,SEU,1
1986-01-31,1986,1,31,ESD,1
1986-09-27,1986,9,27,ESD,1
1986-09-28,1986,9,28,ESD,1
1986-10-01,1986,10,1,ESD,1
1987-07-18,1987,7,18,ESD,1
1987-08-17,1987,8,17,ESD,1
1988-02-17,1988,2,17,SEU,1
1988-06-20,1988,6,20,ESD,1
1988-07-15,1988,7,15,SEU,1
1988-08-08,1988,8,8,SEU,1
1988-08-18,1988,8,18,ESD,1
1988-08-20,1988,8,20,ESD,1
1988-08-26,1988,8,26,SEU,1
1988-09-15,1988,9,15,SEU,1
1989-06-25,1989,6,25,ESD,1
1986-05-07,1986,5,7,ESD,1
1986-05-10,1986,5,10,ESD,1
1986-06-02,1986,6,2,ESD,1
1986-07-28,1986,7,28,ESD,1
1986-08-01,1986,8,1,ESD,1
1986-08-07,1986,8,7,ESD,1
1986-08-30,1986,8,30,ESD,1
1986-08-31,1986,8,31,ESD,1
1986-10-20,1986,10,20,ESD,1
1987-01-25,1987,1,25,ESD,1
1987-05-20,1987,5,20,ESD,1
1987-08-05,1987,8,5,ESD,1
1987-08-16,1987,8,16,ESD,1
1987-08-29,1987,8,29,ESD,1
1987-09-13,1987,9,13,ESD,1
1987-12-02,1987,12,2,ESD,1
1988-03-12,1988,3,12,ESD,1
1988-04-09,1988,4,9,ESD,1
1988-07-02,1988,7,2,ESD,1
1988-07-12,1988,7,12,SEU,1
1988-07-20,1988,7,20,ESD,1
1988-09-28,1988,9,28,SEU,1
1988-11-23,1988,11,23,ESD,1
1989-03-24,1989,3,24,ESD,1
1989-04-09,1989,4,9,ESD,1
1990-05-29,1990,5,29,ESD,1
1990-09-24,1990,9,24,ESD,1
1990-10-18,1990,10,18,ESD,1
1987-10-01,1987,10,1,ESD,1
1988-02-25,1988,2,25,SEU,1
1988-07-26,1988,7,26,ESD,1
1988-08-17,1988,8,17,ESD,1
1988-09-08,1988,9,8,SEU,1
1989-01-01,1989,1,1,ESD,1
1989-04-20,1989,4,20,ESD,1
1989-05-02,1989,5,2,ESD,1
1989-05-28,1989,5,28,ESD,1
1989-06-19,1989,6,19,SEU,1
1989-08-31,1989,8,31,ESD,1
1990-09-15,1990,9,15,ESD,1
1990-10-20,1990,10,20,SEU,1
1990-10-27,1990,10,27,ESD,1
1986-04-18,1986,4,18,UNK,1
1985-03-16,1985,3,16,UNK,1
1987-05-09,1987,5,9,UNK,1
1987-10-21,1987,10,21,UNK,1
1989-08-13,1989,8,13,UNK,1
1989-09-29,1989,9,29,UNK,1
1989-10-19,1989,10,19,UNK,1
1986-03-28,1986,3,28,UNK,1
1988-01-22,1988,1,22,UNK,1
1990-06-28,1990,6,28,UNK,1
1985-03-23,1985,3,23,UNK,1
1985-03-28,1985,3,28,UNK,1
1985-05-03,1985,5,3,UNK,1
1985-08-01,1985,8,1,UNK,1
1986-02-23,1986,2,23,UNK,1
1994-02-22,1994,2,22,ESD,1
1988-10-24,1988,10,24,UNK,1
1988-03-11,1988,3,11,UNK,1
1989-08-16,1989,8,16,UNK,1
1980-09-01,1980,9,1,UNK,1
1980-10-01,1980,10,1,UNK,1
1981-05-01,1981,5,1,UNK,1
1981-08-01,1981,8,1,UNK,1
1983-03-01,1983,3,1,UNK,1
1983-06-01,1983,6,1,UNK,1
1984-03-01,1984,3,1,UNK,1
1984-12-01,1984,12,1,UNK,1
1991-03-26,1991,3,26,UNK,1
1991-03-28,1991,3,28,UNK,1
1991-03-30,1991,3,30,UNK,1
1991-05-17,1991,5,17,UNK,1
1991-05-30,1991,5,30,UNK,1
1991-07-31,1991,7,31,UNK,1
1991-10-03,1991,10,3,UNK,1
1991-10-12,1991,10,12,UNK,1
1991-02-01,1991,2,1,UNK,1
1983-01-11,1983,1,11,ECEMP,1
1983-02-22,1983,2,22,ECEMP,1
1984-10-18,1984,10,18,UNK,1
1984-11-12,1984,11,12,ESD,1
1985-01-07,1985,1,7,ECEMP,1
1985-07-05,1985,7,5,UNK,1
1985-09-04,1985,9,4,ESD,1
1986-09-24,1986,9,24,UNK,1
1986-12-10,1986,12,10,UNK,1
1986-12-16,1986,12,16,UNK,1
1986-12-30,1986,12,30,UNK,1
1987-08-10,1987,8,10,ESD,1
1985-11-19,1985,11,19,ESD,1
1985-12-08,1985,12,8,UNK,1
1985-12-13,1985,12,13,UNK,1
1986-05-30,1986,5,30,ESD,1
1989-01-21,1989,1,21,UNK,1
1991-08-06,1991,8,6,UNK,1
1987-02-11,1987,2,11,RFI,1
1987-02-12,1987,2,12,RFI,1
1987-02-13,1987,2,13,RFI,1
1987-02-14,1987,2,14,RFI,1
1987-02-15,1987,2,15,RFI,1
1987-02-16,1987,2,16,RFI,1
1987-02-17,1987,2,17,RFI,1
1984-01-31,1984,1,31,UNK,1
1980-01-26,1980,1,26,UNK,1
1981-09-09,1981,9,9,UNK,1
1981-02-19,1981,2,19,UNK,1
1981-01-21,1981,1,21,UNK,1
1973-12-24,1973,12,24,ESD,1
1973-12-25,1973,12,25,ESD,1
1973-12-29,1973,12,29,ESD,1
1974-01-02,1974,1,2,ESD,1
1974-01-12,1974,1,12,ESD,1
1974-01-19,1974,1,19,ESD,1
1974-01-27,1974,1,27,ESD,1
1974-01-30,1974,1,30,ESD,1
1974-02-01,1974,2,1,ESD,1
1974-02-12,1974,2,12,ESD,1
1974-02-17,1974,2,17,ESD,1
1974-04-07,1974,4,7,ESD,1
1974-04-09,1974,4,9,ESD,1
1974-04-10,1974,4,10,ESD,1
1973-12-22,1973,12,22,ESD,1
1974-01-03,1974,1,3,ESD,1
1974-01-11,1974,1,11,ESD,1
1974-01-26,1974,1,26,ESD,1
1974-04-25,1974,4,25,ESD,1
1974-06-27,1974,6,27,ESD,1
1974-07-18,1974,7,18,ESD,1
1974-07-20,1974,7,20,ESD,1
1974-07-27,1974,7,27,ESD,1
1974-08-17,1974,8,17,ESD,1
1974-08-18,1974,8,18,ESD,1
1974-08-24,1974,8,24,ESD,1
1974-09-03,1974,9,3,ESD,1
1974-09-20,1974,9,20,ESD,1
1974-09-23,1974,9,23,ESD,1
1974-09-26,1974,9,26,ESD,1
1974-10-01,1974,10,1,ESD,1
1974-10-02,1974,10,2,ESD,1
1974-10-07,1974,10,7,ESD,1
1974-10-11,1974,10,11,ESD,1
1974-10-12,1974,10,12,ESD,1
1974-10-14,1974,10,14,ESD,1
1974-10-18,1974,10,18,ESD,1
1974-10-19,1974,10,19,ESD,1
1974-10-22,1974,10,22,ESD,1
1974-10-23,1974,10,23,ESD,1
1974-10-24,1974,10,24,ESD,1
1974-11-03,1974,11,3,ESD,1
1974-11-04,1974,11,4,ESD,1
1974-11-08,1974,11,8,ESD,1
1974-11-09,1974,11,9,ESD,1
1974-11-10,1974,11,10,ESD,1
1974-11-16,1974,11,16,ESD,1
1974-11-17,1974,11,17,ESD,1
1974-11-18,1974,11,18,ESD,1
1974-11-20,1974,11,20,ESD,1
1974-11-22,1974,11,22,ESD,1
1974-11-24,1974,11,24,ESD,1
1974-11-25,1974,11,25,ESD,1
1974-11-27,1974,11,27,ESD,1
1974-12-01,1974,12,1,ESD,1
1974-12-10,1974,12,10,ESD,1
1974-12-14,1974,12,14,ESD,1
1974-12-15,1974,12,15,ESD,1
1975-01-06,1975,1,6,ESD,1
1975-03-12,1975,3,12,ESD,1
1975-03-14,1975,3,14,ESD,1
1975-03-31,1975,3,31,ESD,1
1975-10-05,1975,10,5,ESD,1
1975-10-10,1975,10,10,ESD,1
1975-10-12,1975,10,12,ESD,1
1975-11-06,1975,11,6,ESD,1
1975-11-09,1975,11,9,ESD,1
1987-01-09,1987,1,9,ECEMP,1
1986-11-28,1986,11,28,ECEMP,1
1986-12-29,1986,12,29,ECEMP,1
1987-03-08,1987,3,8,ECEMP,1
1987-07-06,1987,7,6,ECEMP,1
1986-11-29,1986,11,29,ECEMP,1
1986-12-23,1986,12,23,ECEMP,1
1987-01-14,1987,1,14,ECEMP,1
1987-01-16,1987,1,16,ECEMP,1
1987-04-09,1987,4,9,UNK,1
1987-04-14,1987,4,14,UNK,1
1987-04-15,1987,4,15,UNK,1
1987-04-16,1987,4,16,UNK,1
1979-02-06,1979,2,6,UNK,1
1983-07-11,1983,7,11,UNK,1
1984-06-16,1984,6,16,UNK,1
1984-06-17,1984,6,17,UNK,1
1984-08-27,1984,8,27,UNK,1
1984-09-23,1984,9,23,UNK,1
1984-10-06,1984,10,6,UNK,1
1985-07-08,1985,7,8,UNK,1
1986-11-30,1986,11,30,UNK,1
1980-02-01,1980,2,1,UNK,1
1984-08-04,1984,8,4,UNK,1
1984-08-17,1984,8,17,UNK,1
1984-08-20,1984,8,20,UNK,1
1984-08-23,1984,8,23,UNK,1
1986-01-02,1986,1,2,UNK,1
1985-09-12,1985,9,12,UNK,1
1986-11-14,1986,11,14,UNK,1
1993-10-07,1993,10,7,SEU,1
1987-03-03,1987,3,3,UNK,1
1987-05-10,1987,5,10,UNK,1
1987-06-12,1987,6,12,UNK,1
1987-06-20,1987,6,20,UNK,1
1987-07-27,1987,7,27,RFI,1
1987-07-29,1987,7,29,UNK,1
1981-01-01,1981,1,1,UNK,1
1981-03-01,1981,3,1,UNK,1
1981-11-01,1981,11,1,UNK,1
1981-08-06,1981,8,6,UNK,1
1988-10-15,1988,10,15,,1
1986-02-08,1986,2,8,UNK,1
1987-11-02,1987,11,2,UNK,1
1987-08-18,1987,8,18,ECEMP,1
1988-10-13,1988,10,13,UNK,1
1988-10-28,1988,10,28,UNK,1
1989-08-06,1989,8,6,UNK,1
1989-10-12,1989,10,12,UNK,1
1989-02-09,1989,2,9,UNK,1
1989-07-04,1989,7,4,UNK,1
1988-05-12,1988,5,12,UNK,1
1988-05-03,1988,5,3,UNK,1
1988-05-07,1988,5,7,UNK,1
1988-08-07,1988,8,7,UNK,1
1977-04-20,1977,4,20,UNK,1
1978-09-09,1978,9,9,UNK,1
1981-04-04,1981,4,4,UNK,1
1981-04-28,1981,4,28,UNK,1
1981-07-27,1981,7,27,UNK,1
1981-10-12,1981,10,12,UNK,1
1981-09-22,1981,9,22,UNK,1
1981-09-26,1981,9,26,UNK,1
1982-03-18,1982,3,18,UNK,1
1982-04-04,1982,4,4,SEU,1
1982-07-31,1982,7,31,UNK,1
1982-09-03,1982,9,3,SEU,1
1983-01-31,1983,1,31,UNK,1
1983-04-21,1983,4,21,SEU,1
1983-05-21,1983,5,21,UNK,1
1983-09-03,1983,9,3,UNK,1
1983-12-01,1983,12,1,UNK,1
1984-09-03,1984,9,3,SEU,1
1984-12-15,1984,12,15,ESD,1
1984-12-29,1984,12,29,ESD,1
1985-03-01,1985,3,1,SEU,1
1985-03-09,1985,3,9,ESD,1
1985-04-06,1985,4,6,ESD,1
1985-06-14,1985,6,14,ESD,1
1985-07-10,1985,7,10,ESD,1
1985-08-05,1985,8,5,SEU,1
1985-08-16,1985,8,16,UNK,1
1985-08-29,1985,8,29,UNK,1
1985-09-24,1985,9,24,UNK,1
1985-09-28,1985,9,28,UNK,1
1985-10-07,1985,10,7,UNK,1
1985-10-11,1985,10,11,UNK,1
1986-01-26,1986,1,26,UNK,1
1986-03-20,1986,3,20,UNK,1
1986-05-11,1986,5,11,UNK,1
1986-08-06,1986,8,6,UNK,1
1986-08-17,1986,8,17,UNK,1
1986-08-25,1986,8,25,UNK,1
1986-08-26,1986,8,26,UNK,1
1986-08-29,1986,8,29,UNK,1
1986-09-16,1986,9,16,UNK,1
1986-09-20,1986,9,20,UNK,1
1986-11-26,1986,11,26,UNK,1
1987-11-19,1987,11,19,UNK,1
1988-07-28,1988,7,28,UNK,1
1989-01-14,1989,1,14,UNK,1
1991-01-18,1991,1,18,ESD,1
1991-07-24,1991,7,24,ESD,1
1981-03-29,1981,3,29,ESD,1
1981-04-01,1981,4,1,ESD,1
1981-04-13,1981,4,13,ESD,1
1981-04-14,1981,4,14,ESD,1
1981-04-17,1981,4,17,ESD,1
1981-04-19,1981,4,19,ESD,1
1981-04-20,1981,4,20,ESD,1
1981-04-21,1981,4,21,ESD,1
1981-04-24,1981,4,24,ESD,1
1981-04-26,1981,4,26,ESD,1
1981-06-15,1981,6,15,SEU,1
1981-10-03,1981,10,3,ESD,1
1981-11-23,1981,11,23,ESD,1
1981-12-30,1981,12,30,ESD,1
1982-01-31,1982,1,31,ESD,1
1982-02-04,1982,2,4,ESD,1
1982-03-21,1982,3,21,ESD,1
1982-03-25,1982,3,25,ESD,1
1982-03-30,1982,3,30,ESD,1
1982-04-06,1982,4,6,SEU,1
1982-04-23,1982,4,23,ESD,1
1982-04-25,1982,4,25,ESD,1
1982-05-01,1982,5,1,ESD,1
1982-08-25,1982,8,25,ESD,1
1982-09-07,1982,9,7,ESD,1
1982-09-23,1982,9,23,ESD,1
1982-09-27,1982,9,27,ESD,1
1982-09-30,1982,9,30,ESD,1
1982-10-08,1982,10,8,ESD,1
1982-10-30,1982,10,30,ESD,1
1982-11-02,1982,11,2,ESD,1
1982-11-26,1982,11,26,UNK,1
1983-01-15,1983,1,15,ESD,1
1983-05-23,1983,5,23,SEU,1
1983-10-14,1983,10,14,SEU,1
1985-06-01,1985,6,1,SEU,1
1987-05-05,1987,5,5,SEU,1
1988-04-15,1988,4,15,SEU,1
1988-04-30,1988,4,30,SEU,1
1988-08-12,1988,8,12,SEU,1
1981-08-20,1981,8,20,ESD,1
1981-08-23,1981,8,23,ESD,1
1981-08-28,1981,8,28,ESD,1
1981-08-29,1981,8,29,ESD,1
1981-09-11,1981,9,11,ESD,1
1981-09-12,1981,9,12,ESD,1
1981-09-18,1981,9,18,SEU,1
1981-10-10,1981,10,10,ESD,1
1981-10-11,1981,10,11,ESD,1
1981-10-21,1981,10,21,ESD,1
1981-11-12,1981,11,12,ESD,1
1981-11-19,1981,11,19,ESD,1
1981-11-22,1981,11,22,ESD,1
1982-02-05,1982,2,5,ESD,1
1982-02-14,1982,2,14,ESD,1
1982-02-26,1982,2,26,ESD,1
1982-03-22,1982,3,22,ESD,1
1982-04-03,1982,4,3,ESD,1
1982-04-27,1982,4,27,SEU,1
1982-04-28,1982,4,28,ESD,1
1982-07-27,1982,7,27,SEU,1
1982-09-04,1982,9,4,ESD,1
1982-10-02,1982,10,2,ESD,1
1982-10-03,1982,10,3,ESD,1
1982-10-07,1982,10,7,ESD,1
1983-01-01,1983,1,1,SEU,1
1983-01-18,1983,1,18,ESD,1
1983-02-07,1983,2,7,ESD,1
1983-02-08,1983,2,8,ESD,1
1983-03-22,1983,3,22,ESD,1
1983-03-23,1983,3,23,UNK,1
1983-03-24,1983,3,24,ESD,1
1983-03-30,1983,3,30,ESD,1
1983-04-04,1983,4,4,ESD,1
1983-04-07,1983,4,7,ESD,1
1983-04-10,1983,4,10,ESD,1
1983-04-12,1983,4,12,SEU,1
1983-04-15,1983,4,15,ESD,1
1983-04-27,1983,4,27,ESD,1
1983-08-25,1983,8,25,ESD,1
1983-08-26,1983,8,26,ESD,1
1984-01-01,1984,1,1,ESD,1
1984-03-30,1984,3,30,ESD,1
1984-04-26,1984,4,26,SEU,1
1984-07-01,1984,7,1,UNK,1
1984-07-09,1984,7,9,SEU,1
1984-07-22,1984,7,22,UNK,1
1984-07-30,1984,7,30,UNK,1
1985-04-12,1985,4,12,SEU,1
1985-06-06,1985,6,6,SEU,1
1985-09-10,1985,9,10,SEU,1
1985-10-14,1985,10,14,SEU,1
1986-07-10,1986,7,10,SEU,1
1986-09-14,1986,9,14,SEU,1
1987-02-19,1987,2,19,UNK,1
1987-10-05,1987,10,5,UNK,1
1987-10-16,1987,10,16,UNK,1
1988-01-31,1988,1,31,UNK,1
