ADATE,Year,Month,Day,Anamolytype,Anamoly
1989-03-12,1989,3,12,SEU,1
1984-07-07,1984,7,7,SEU,1
1984-07-19,1984,7,19,SEU,1
1984-09-04,1984,9,4,SEU,1
1985-09-25,1985,9,25,SEU,1
1986-03-17,1986,3,17,ESD,1
1986-06-25,1986,6,25,SEU,1
1986-10-08,1986,10,8,SEU,1
1986-12-06,1986,12,6,SEU,1
1987-04-29,1987,4,29,SEU,1
1987-05-14,1987,5,14,SEU,1
1987-06-24,1987,6,24,UNK,1
1987-09-16,1987,9,16,UNK,1
1987-09-18,1987,9,18,UNK,1
1987-09-25,1987,9,25,UNK,1
1987-11-01,1987,11,1,UNK,1
1987-11-11,1987,11,11,UNK,1
1988-02-16,1988,2,16,UNK,1
1988-03-04,1988,3,4,UNK,1
1988-03-09,1988,3,9,UNK,1
1988-04-01,1988,4,1,UNK,1
1988-04-19,1988,4,19,SEU,1
1988-07-17,1988,7,17,SEU,1
1988-11-21,1988,11,21,ESD,1
1989-02-14,1989,2,14,SEU,1
1989-08-05,1989,8,5,SEU,1
1989-08-28,1989,8,28,UNK,1
1989-08-29,1989,8,29,UNK,1
1989-09-30,1989,9,30,SEU,1
1989-10-20,1989,10,20,SEU,1
1989-10-23,1989,10,23,SEU,1
1989-10-25,1989,10,25,SEU,1
1989-10-26,1989,10,26,SEU,1
1990-11-19,1990,11,19,SEU,1
1991-03-24,1991,3,24,SEU,1
1991-06-05,1991,6,5,SEU,1
1991-06-11,1991,6,11,SEU,1
1991-09-18,1991,9,18,SEU,1
1992-06-25,1992,6,25,SEU,1
1992-06-28,1992,6,28,SEU,1
1993-02-22,1993,2,22,SEU,1
1993-03-16,1993,3,16,UNK,1
1993-07-24,1993,7,24,UNK,1
1993-08-05,1993,8,5,SEU,1
1994-01-28,1994,1,28,UNK,1
1994-03-26,1994,3,26,SEU,1
1986-05-03,1986,5,3,UNK,1
1987-09-23,1987,9,23,ESD,1
1988-06-10,1988,6,10,SEU,1
1989-03-17,1989,3,17,ESD,1
1989-03-21,1989,3,21,ESD,1
1989-03-31,1989,3,31,ESD,1
1989-04-01,1989,4,1,ESD,1
1993-12-19,1993,12,19,SEU,1
1984-10-28,1984,10,28,UNK,1
1984-11-09,1984,11,9,UNK,1
1984-11-11,1984,11,11,UNK,1
1984-12-12,1984,12,12,UNK,1
1985-01-14,1985,1,14,UNK,1
1985-01-30,1985,1,30,UNK,1
1985-02-08,1985,2,8,UNK,1
1985-02-15,1985,2,15,UNK,1
1985-05-26,1985,5,26,UNK,1
1985-07-02,1985,7,2,UNK,1
1985-07-28,1985,7,28,UNK,1
1985-09-08,1985,9,8,UNK,1
1986-05-26,1986,5,26,UNK,1
1985-02-06,1985,2,6,UNK,1
1987-09-10,1987,9,10,UNK,1
1984-10-30,1984,10,30,UNK,1
1984-12-14,1984,12,14,UNK,1
1985-01-19,1985,1,19,UNK,1
1985-02-02,1985,2,2,UNK,1
1985-04-14,1985,4,14,UNK,1
1985-04-27,1985,4,27,UNK,1
1985-06-13,1985,6,13,UNK,1
1985-06-16,1985,6,16,UNK,1
1985-06-21,1985,6,21,UNK,1
1985-07-09,1985,7,9,UNK,1
1985-07-12,1985,7,12,UNK,1
1985-07-23,1985,7,23,UNK,1
1985-07-27,1985,7,27,UNK,1
1985-08-08,1985,8,8,UNK,1
1985-10-26,1985,10,26,UNK,1
1986-01-29,1986,1,29,UNK,1
1986-02-14,1986,2,14,UNK,1
1986-03-02,1986,3,2,UNK,1
1986-03-18,1986,3,18,UNK,1
1986-04-15,1986,4,15,UNK,1
1986-05-27,1986,5,27,UNK,1
1986-06-12,1986,6,12,UNK,1
1986-06-19,1986,6,19,UNK,1
1986-06-27,1986,6,27,UNK,1
1986-07-02,1986,7,2,UNK,1
1986-07-24,1986,7,24,UNK,1
1986-08-02,1986,8,2,UNK,1
1986-08-03,1986,8,3,UNK,1
1986-08-18,1986,8,18,UNK,1
1986-09-07,1986,9,7,UNK,1
1986-09-08,1986,9,8,UNK,1
1986-09-09,1986,9,9,UNK,1
1986-09-15,1986,9,15,UNK,1
1986-09-21,1986,9,21,UNK,1
1986-09-26,1986,9,26,UNK,1
1986-10-05,1986,10,5,UNK,1
1986-10-17,1986,10,17,UNK,1
1986-11-11,1986,11,11,UNK,1
1986-11-16,1986,11,16,UNK,1
1986-11-24,1986,11,24,UNK,1
1986-12-25,1986,12,25,UNK,1
1987-01-04,1987,1,4,UNK,1
1987-01-05,1987,1,5,UNK,1
1987-01-29,1987,1,29,UNK,1
1987-01-30,1987,1,30,UNK,1
1987-02-02,1987,2,2,UNK,1
1987-03-13,1987,3,13,UNK,1
1987-03-21,1987,3,21,UNK,1
1987-03-24,1987,3,24,UNK,1
1987-04-02,1987,4,2,UNK,1
1987-04-06,1987,4,6,UNK,1
1987-04-18,1987,4,18,UNK,1
1987-04-19,1987,4,19,UNK,1
1987-04-25,1987,4,25,UNK,1
1987-04-28,1987,4,28,UNK,1
1987-04-30,1987,4,30,UNK,1
1987-05-07,1987,5,7,UNK,1
1987-05-08,1987,5,8,UNK,1
1987-05-12,1987,5,12,UNK,1
1987-05-17,1987,5,17,UNK,1
1987-05-18,1987,5,18,UNK,1
1987-05-25,1987,5,25,UNK,1
1987-06-02,1987,6,2,UNK,1
1987-06-06,1987,6,6,UNK,1
1987-06-08,1987,6,8,UNK,1
1987-06-13,1987,6,13,UNK,1
1987-10-08,1987,10,8,UNK,1
1987-10-13,1987,10,13,UNK,1
1987-10-19,1987,10,19,UNK,1
1987-10-25,1987,10,25,UNK,1
1987-11-20,1987,11,20,UNK,1
1987-11-21,1987,11,21,UNK,1
1987-12-01,1987,12,1,UNK,1
1987-12-12,1987,12,12,UNK,1
1987-12-13,1987,12,13,UNK,1
1987-12-15,1987,12,15,UNK,1
1987-12-24,1987,12,24,UNK,1
1987-12-29,1987,12,29,UNK,1
1988-01-11,1988,1,11,UNK,1
1988-01-18,1988,1,18,UNK,1
1988-01-24,1988,1,24,UNK,1
1988-02-01,1988,2,1,UNK,1
1988-02-10,1988,2,10,UNK,1
1989-05-14,1989,5,14,UNK,1
1989-05-23,1989,5,23,UNK,1
1989-06-05,1989,6,5,UNK,1
1989-06-07,1989,6,7,UNK,1
1989-06-14,1989,6,14,UNK,1
1989-07-12,1989,7,12,UNK,1
1989-07-13,1989,7,13,UNK,1
1989-07-31,1989,7,31,UNK,1
1989-08-02,1989,8,2,UNK,1
1989-09-17,1989,9,17,UNK,1
1989-10-21,1989,10,21,UNK,1
1989-10-22,1989,10,22,UNK,1
1989-10-24,1989,10,24,UNK,1
1989-11-11,1989,11,11,UNK,1
1989-11-24,1989,11,24,UNK,1
1989-12-10,1989,12,10,UNK,1
1990-01-04,1990,1,4,UNK,1
1990-01-18,1990,1,18,UNK,1
1990-01-29,1990,1,29,UNK,1
1990-02-03,1990,2,3,UNK,1
1990-02-11,1990,2,11,UNK,1
1990-02-19,1990,2,19,UNK,1
1990-02-25,1990,2,25,UNK,1
1990-03-03,1990,3,3,UNK,1
1990-03-05,1990,3,5,UNK,1
1990-03-09,1990,3,9,UNK,1
1990-03-14,1990,3,14,UNK,1
1990-04-03,1990,4,3,UNK,1
1990-04-13,1990,4,13,UNK,1
1990-04-19,1990,4,19,UNK,1
1990-04-24,1990,4,24,UNK,1
1990-06-11,1990,6,11,UNK,1
1990-06-17,1990,6,17,UNK,1
1990-06-27,1990,6,27,UNK,1
1990-07-04,1990,7,4,UNK,1
1990-07-05,1990,7,5,UNK,1
1990-07-12,1990,7,12,UNK,1
1985-01-04,1985,1,4,UNK,1
1985-01-06,1985,1,6,UNK,1
1985-01-12,1985,1,12,UNK,1
1985-02-16,1985,2,16,UNK,1
1985-05-23,1985,5,23,UNK,1
1985-05-29,1985,5,29,UNK,1
1985-06-12,1985,6,12,UNK,1
1985-06-17,1985,6,17,UNK,1
1985-06-20,1985,6,20,UNK,1
1985-06-28,1985,6,28,UNK,1
1985-07-31,1985,7,31,UNK,1
1985-08-11,1985,8,11,UNK,1
1985-10-17,1985,10,17,UNK,1
1986-02-18,1986,2,18,UNK,1
1986-03-21,1986,3,21,UNK,1
1986-04-03,1986,4,3,UNK,1
1986-05-01,1986,5,1,UNK,1
1986-06-10,1986,6,10,UNK,1
1986-06-11,1986,6,11,UNK,1
1986-06-21,1986,6,21,UNK,1
1986-07-22,1986,7,22,UNK,1
1986-09-11,1986,9,11,UNK,1
1986-10-09,1986,10,9,UNK,1
1986-12-17,1986,12,17,UNK,1
1987-02-03,1987,2,3,UNK,1
1987-02-04,1987,2,4,UNK,1
1987-04-20,1987,4,20,UNK,1
1987-04-22,1987,4,22,UNK,1
1987-04-24,1987,4,24,UNK,1
1987-05-03,1987,5,3,UNK,1
1987-05-15,1987,5,15,UNK,1
1987-05-22,1987,5,22,UNK,1
1987-06-05,1987,6,5,UNK,1
1987-06-22,1987,6,22,UNK,1
1987-06-26,1987,6,26,UNK,1
1987-09-28,1987,9,28,UNK,1
1987-10-07,1987,10,7,UNK,1
1987-10-10,1987,10,10,UNK,1
1987-10-31,1987,10,31,UNK,1
1988-01-01,1988,1,1,UNK,1
1988-01-16,1988,1,16,UNK,1
1988-03-07,1988,3,7,UNK,1
1989-06-06,1989,6,6,UNK,1
1989-09-27,1989,9,27,UNK,1
1989-10-06,1989,10,6,UNK,1
1989-10-13,1989,10,13,UNK,1
1984-12-23,1984,12,23,UNK,1
1984-12-25,1984,12,25,UNK,1
1985-02-10,1985,2,10,UNK,1
1985-04-30,1985,4,30,UNK,1
1985-05-04,1985,5,4,UNK,1
1985-05-05,1985,5,5,UNK,1
1985-06-02,1985,6,2,UNK,1
1985-06-07,1985,6,7,UNK,1
1985-06-29,1985,6,29,UNK,1
1985-07-16,1985,7,16,UNK,1
1985-08-03,1985,8,3,UNK,1
1986-01-28,1986,1,28,UNK,1
1986-02-01,1986,2,1,UNK,1
1986-03-25,1986,3,25,UNK,1
1986-04-05,1986,4,5,UNK,1
1986-04-26,1986,4,26,UNK,1
1986-05-29,1986,5,29,UNK,1
1986-06-03,1986,6,3,UNK,1
1986-06-14,1986,6,14,UNK,1
1986-06-15,1986,6,15,UNK,1
1986-07-23,1986,7,23,UNK,1
1986-08-05,1986,8,5,UNK,1
1986-08-13,1986,8,13,UNK,1
1986-08-16,1986,8,16,UNK,1
1986-08-22,1986,8,22,UNK,1
1986-08-27,1986,8,27,UNK,1
1986-09-01,1986,9,1,UNK,1
1986-09-17,1986,9,17,UNK,1
1986-10-21,1986,10,21,UNK,1
1986-11-08,1986,11,8,UNK,1
1986-11-12,1986,11,12,UNK,1
1986-11-27,1986,11,27,UNK,1
1986-12-31,1986,12,31,UNK,1
1987-01-02,1987,1,2,UNK,1
1987-01-28,1987,1,28,UNK,1
1987-02-01,1987,2,1,UNK,1
1987-02-05,1987,2,5,UNK,1
1987-03-15,1987,3,15,UNK,1
1987-04-10,1987,4,10,UNK,1
1987-04-11,1987,4,11,UNK,1
1987-04-17,1987,4,17,UNK,1
1987-05-24,1987,5,24,UNK,1
1987-05-30,1987,5,30,UNK,1
1987-05-31,1987,5,31,UNK,1
1987-06-09,1987,6,9,UNK,1
1987-06-19,1987,6,19,UNK,1
1987-06-25,1987,6,25,UNK,1
1987-07-17,1987,7,17,ESD,1
1987-07-28,1987,7,28,UNK,1
1987-10-22,1987,10,22,UNK,1
1987-11-22,1987,11,22,UNK,1
1987-12-03,1987,12,3,UNK,1
1987-12-04,1987,12,4,UNK,1
1987-12-05,1987,12,5,UNK,1
1987-12-07,1987,12,7,UNK,1
1987-12-08,1987,12,8,UNK,1
1987-12-09,1987,12,9,UNK,1
1988-02-03,1988,2,3,UNK,1
1988-02-08,1988,2,8,UNK,1
1989-06-21,1989,6,21,UNK,1
1989-07-20,1989,7,20,UNK,1
1989-09-24,1989,9,24,UNK,1
1989-10-08,1989,10,8,UNK,1
1989-10-14,1989,10,14,UNK,1
1989-12-01,1989,12,1,UNK,1
1989-12-06,1989,12,6,UNK,1
1990-02-04,1990,2,4,UNK,1
1990-02-05,1990,2,5,UNK,1
1990-02-12,1990,2,12,UNK,1
1990-02-21,1990,2,21,UNK,1
1990-03-13,1990,3,13,UNK,1
1990-03-26,1990,3,26,UNK,1
1990-06-01,1990,6,1,UNK,1
1990-06-19,1990,6,19,UNK,1
1990-08-07,1990,8,7,UNK,1
1986-04-06,1986,4,6,UNK,1
1986-05-04,1986,5,4,UNK,1
1986-05-06,1986,5,6,UNK,1
1986-06-07,1986,6,7,UNK,1
1986-06-16,1986,6,16,UNK,1
1986-06-26,1986,6,26,UNK,1
1986-07-08,1986,7,8,UNK,1
1986-07-19,1986,7,19,UNK,1
1986-07-21,1986,7,21,UNK,1
1986-07-29,1986,7,29,UNK,1
1986-08-12,1986,8,12,UNK,1
1986-09-06,1986,9,6,UNK,1
1986-10-03,1986,10,3,UNK,1
1986-10-04,1986,10,4,UNK,1
1986-10-29,1986,10,29,UNK,1
1986-12-02,1986,12,2,UNK,1
1987-01-12,1987,1,12,UNK,1
1987-02-26,1987,2,26,UNK,1
1987-03-17,1987,3,17,UNK,1
1987-03-19,1987,3,19,UNK,1
1987-03-26,1987,3,26,UNK,1
1987-04-04,1987,4,4,UNK,1
1987-04-07,1987,4,7,UNK,1
1987-04-12,1987,4,12,UNK,1
1987-04-27,1987,4,27,UNK,1
1987-05-02,1987,5,2,UNK,1
1987-05-04,1987,5,4,UNK,1
1987-05-16,1987,5,16,UNK,1
1987-05-26,1987,5,26,UNK,1
1987-05-28,1987,5,28,UNK,1
1987-06-04,1987,6,4,UNK,1
1987-06-14,1987,6,14,UNK,1
1987-06-16,1987,6,16,UNK,1
1987-06-21,1987,6,21,UNK,1
1987-10-18,1987,10,18,UNK,1
1987-10-26,1987,10,26,UNK,1
1987-11-03,1987,11,3,UNK,1
1987-11-18,1987,11,18,UNK,1
1987-12-14,1987,12,14,UNK,1
1987-12-30,1987,12,30,UNK,1
1988-01-27,1988,1,27,UNK,1
1988-01-29,1988,1,29,UNK,1
1988-02-02,1988,2,2,UNK,1
1988-02-06,1988,2,6,UNK,1
1989-06-03,1989,6,3,UNK,1
1989-06-13,1989,6,13,UNK,1
1989-07-05,1989,7,5,UNK,1
1989-07-19,1989,7,19,UNK,1
1989-07-28,1989,7,28,UNK,1
1989-08-12,1989,8,12,UNK,1
1989-10-09,1989,10,9,UNK,1
1989-10-15,1989,10,15,UNK,1
1989-12-12,1989,12,12,UNK,1
1990-02-02,1990,2,2,UNK,1
1990-02-06,1990,2,6,UNK,1
1990-03-31,1990,3,31,UNK,1
1990-04-25,1990,4,25,UNK,1
1990-05-09,1990,5,9,UNK,1
1990-05-22,1990,5,22,UNK,1
1990-06-15,1990,6,15,UNK,1
1985-01-15,1985,1,15,UNK,1
1985-01-25,1985,1,25,UNK,1
1985-05-31,1985,5,31,UNK,1
1985-06-04,1985,6,4,UNK,1
1985-06-08,1985,6,8,UNK,1
1985-07-03,1985,7,3,UNK,1
1985-07-15,1985,7,15,UNK,1
1985-07-26,1985,7,26,UNK,1
1985-09-11,1985,9,11,UNK,1
1985-09-17,1985,9,17,UNK,1
1985-10-05,1985,10,5,UNK,1
1985-10-20,1985,10,20,UNK,1
1985-10-23,1985,10,23,UNK,1
1985-10-24,1985,10,24,UNK,1
1985-10-25,1985,10,25,UNK,1
1986-02-20,1986,2,20,UNK,1
1986-05-24,1986,5,24,UNK,1
1986-06-30,1986,6,30,UNK,1
1986-08-14,1986,8,14,UNK,1
1986-09-29,1986,9,29,UNK,1
1986-10-06,1986,10,6,UNK,1
1986-10-19,1986,10,19,UNK,1
1986-11-23,1986,11,23,UNK,1
1986-12-21,1986,12,21,UNK,1
1986-12-22,1986,12,22,UNK,1
1986-12-24,1986,12,24,UNK,1
1987-01-03,1987,1,3,UNK,1
1987-01-08,1987,1,8,UNK,1
1987-04-01,1987,4,1,UNK,1
1987-05-19,1987,5,19,UNK,1
1987-05-27,1987,5,27,UNK,1
1987-09-26,1987,9,26,UNK,1
1987-10-03,1987,10,3,UNK,1
1987-10-04,1987,10,4,UNK,1
1987-11-04,1987,11,4,UNK,1
1987-12-11,1987,12,11,UNK,1
1988-01-13,1988,1,13,UNK,1
1988-06-25,1988,6,25,UNK,1
1988-06-26,1988,6,26,UNK,1
1989-05-03,1989,5,3,UNK,1
1989-08-24,1989,8,24,UNK,1
1989-11-18,1989,11,18,UNK,1
1990-03-20,1990,3,20,UNK,1
1990-05-05,1990,5,5,UNK,1
1990-05-17,1990,5,17,UNK,1
1990-05-30,1990,5,30,UNK,1
1990-06-30,1990,6,30,UNK,1
1986-06-28,1986,6,28,UNK,1
1986-08-28,1986,8,28,UNK,1
1984-12-27,1984,12,27,UNK,1
1985-02-04,1985,2,4,UNK,1
1985-06-09,1985,6,9,UNK,1
1985-06-19,1985,6,19,UNK,1
1985-08-18,1985,8,18,UNK,1
1985-08-20,1985,8,20,UNK,1
1985-11-06,1985,11,6,UNK,1
1985-12-25,1985,12,25,UNK,1
1986-02-22,1986,2,22,UNK,1
1986-04-17,1986,4,17,UNK,1
1986-07-20,1986,7,20,UNK,1
1986-10-10,1986,10,10,UNK,1
1986-11-20,1986,11,20,UNK,1
1986-11-21,1986,11,21,UNK,1
1986-12-18,1986,12,18,UNK,1
1986-12-19,1986,12,19,UNK,1
1987-01-07,1987,1,7,UNK,1
1987-03-06,1987,3,6,UNK,1
1987-03-10,1987,3,10,UNK,1
1987-03-12,1987,3,12,UNK,1
1987-04-21,1987,4,21,UNK,1
1987-04-23,1987,4,23,UNK,1
1987-05-13,1987,5,13,UNK,1
1987-05-21,1987,5,21,UNK,1
1987-06-18,1987,6,18,UNK,1
1987-11-25,1987,11,25,UNK,1
1988-01-15,1988,1,15,UNK,1
1988-01-28,1988,1,28,UNK,1
1989-01-17,1989,1,17,UNK,1
1989-05-12,1989,5,12,UNK,1
1989-11-06,1989,11,6,UNK,1
1990-01-11,1990,1,11,UNK,1
1990-01-12,1990,1,12,UNK,1
1990-02-10,1990,2,10,UNK,1
1990-03-11,1990,3,11,UNK,1
1990-03-30,1990,3,30,UNK,1
1990-04-18,1990,4,18,UNK,1
1990-05-13,1990,5,13,UNK,1
1990-05-16,1990,5,16,UNK,1
1990-06-21,1990,6,21,UNK,1
1990-07-01,1990,7,1,UNK,1
1985-04-29,1985,4,29,UNK,1
1985-06-23,1985,6,23,UNK,1
1985-06-25,1985,6,25,UNK,1
1985-07-04,1985,7,4,UNK,1
1985-07-14,1985,7,14,UNK,1
1985-07-17,1985,7,17,UNK,1
1985-07-24,1985,7,24,UNK,1
1986-02-27,1986,2,27,UNK,1
1986-02-28,1986,2,28,UNK,1
1986-04-27,1986,4,27,UNK,1
1986-06-17,1986,6,17,UNK,1
1986-06-24,1986,6,24,UNK,1
1986-07-01,1986,7,1,UNK,1
1986-07-09,1986,7,9,UNK,1
1986-07-18,1986,7,18,UNK,1
1986-07-25,1986,7,25,UNK,1
1986-08-19,1986,8,19,UNK,1
1986-09-04,1986,9,4,UNK,1
1986-09-25,1986,9,25,UNK,1
1986-12-26,1986,12,26,UNK,1
1987-01-13,1987,1,13,UNK,1
1987-03-18,1987,3,18,UNK,1
1987-04-03,1987,4,3,UNK,1
1987-04-05,1987,4,5,UNK,1
1987-06-07,1987,6,7,UNK,1
1987-12-10,1987,12,10,UNK,1
1987-12-27,1987,12,27,UNK,1
1988-01-02,1988,1,2,UNK,1
1988-01-07,1988,1,7,UNK,1
1988-01-26,1988,1,26,UNK,1
1989-06-02,1989,6,2,UNK,1
1989-06-11,1989,6,11,UNK,1
1989-06-24,1989,6,24,UNK,1
1989-06-28,1989,6,28,UNK,1
1989-06-30,1989,6,30,UNK,1
1989-08-15,1989,8,15,UNK,1
1989-09-25,1989,9,25,UNK,1
1989-11-12,1989,11,12,UNK,1
1989-11-15,1989,11,15,UNK,1
1990-04-16,1990,4,16,UNK,1
1990-04-17,1990,4,17,UNK,1
1990-05-11,1990,5,11,UNK,1
1990-05-24,1990,5,24,UNK,1
1990-06-09,1990,6,9,UNK,1
1990-08-01,1990,8,1,UNK,1
1990-08-06,1990,8,6,UNK,1
1992-04-07,1992,4,7,UNK,1
1992-02-03,1992,2,3,UNK,1
1985-05-16,1985,5,16,UNK,1
1986-04-25,1986,4,25,UNK,1
1986-05-14,1986,5,14,UNK,1
1987-10-14,1987,10,14,UNK,1
1987-11-14,1987,11,14,UNK,1
1987-12-17,1987,12,17,UNK,1
1988-03-17,1988,3,17,UNK,1
1966-08-26,1966,8,26,UNK,1
1970-11-06,1970,11,6,UNK,1
1989-06-18,1989,6,18,UNK,1
1988-03-18,1988,3,18,UNK,1
1988-04-05,1988,4,5,UNK,1
1988-04-24,1988,4,24,UNK,1
1988-04-25,1988,4,25,UNK,1
1988-04-26,1988,4,26,UNK,1
1983-09-01,1983,9,1,UNK,1
1984-03-18,1984,3,18,SEU,1
1984-03-27,1984,3,27,SEU,1
1984-04-18,1984,4,18,SEU,1
1984-09-25,1984,9,25,SEU,1
1989-10-16,1989,10,16,ESD,1
1989-11-22,1989,11,22,SEU,1
1993-08-23,1993,8,23,SEU,1
1966-10-26,1966,10,26,UNK,1
1968-09-18,1968,9,18,UNK,1
1969-07-26,1969,7,26,UNK,1
1970-07-23,1970,7,23,UNK,1
1976-03-14,1976,3,14,UNK,1
1981-10-01,1981,10,1,UNK,1
1981-11-16,1981,11,16,SEU,1
1983-07-10,1983,7,10,UNK,1
1971-02-01,1971,2,1,UNK,1
1971-02-28,1971,2,28,SEU,1
1971-03-01,1971,3,1,UNK,1
1971-05-11,1971,5,11,SEU,1
1972-01-19,1972,1,19,SEU,1
1972-08-29,1972,8,29,UNK,1
1973-01-26,1973,1,26,SEU,1
1973-03-23,1973,3,23,UNK,1
1973-05-08,1973,5,8,SEU,1
1973-08-02,1973,8,2,UNK,1
1973-09-01,1973,9,1,SEU,1
1974-03-06,1974,3,6,UNK,1
1974-09-06,1974,9,6,SEU,1
1974-09-13,1974,9,13,UNK,1
1976-09-14,1976,9,14,UNK,1
1977-03-27,1977,3,27,SEU,1
1979-01-01,1979,1,1,SEU,1
1980-02-21,1980,2,21,SEU,1
1971-12-20,1971,12,20,UNK,1
1971-12-21,1971,12,21,UNK,1
1971-12-31,1971,12,31,UNK,1
1972-08-30,1972,8,30,UNK,1
1973-05-02,1973,5,2,SEU,1
1974-05-06,1974,5,6,UNK,1
1974-05-14,1974,5,14,SEU,1
1975-10-01,1975,10,1,SEU,1
1977-07-21,1977,7,21,SEU,1
1977-08-09,1977,8,9,SEU,1
1977-09-14,1977,9,14,UNK,1
1978-08-24,1978,8,24,UNK,1
1979-02-09,1979,2,9,UNK,1
1979-03-23,1979,3,23,UNK,1
1979-06-06,1979,6,6,UNK,1
1979-09-13,1979,9,13,UNK,1
1973-03-21,1973,3,21,UNK,1
1973-05-01,1973,5,1,UNK,1
1973-07-18,1973,7,18,UNK,1
1974-05-21,1974,5,21,SEU,1
1976-04-01,1976,4,1,UNK,1
1977-09-01,1977,9,1,SEU,1
1978-01-04,1978,1,4,SEU,1
1980-02-11,1980,2,11,UNK,1
1980-08-29,1980,8,29,SEU,1
1972-06-14,1972,6,14,UNK,1
1973-07-01,1973,7,1,UNK,1
1973-10-02,1973,10,2,SEU,1
1974-02-06,1974,2,6,UNK,1
1975-01-23,1975,1,23,SEU,1
1975-02-25,1975,2,25,UNK,1
1975-09-08,1975,9,8,UNK,1
1976-09-22,1976,9,22,UNK,1
1976-09-23,1976,9,23,UNK,1
1976-11-05,1976,11,5,SEU,1
1977-09-29,1977,9,29,UNK,1
1978-05-22,1978,5,22,UNK,1
1979-10-31,1979,10,31,SEU,1
1980-01-04,1980,1,4,UNK,1
1980-07-25,1980,7,25,UNK,1
1981-10-02,1981,10,2,SEU,1
1975-02-20,1975,2,20,UNK,1
1973-10-01,1973,10,1,UNK,1
1974-03-11,1974,3,11,SEU,1
1974-03-21,1974,3,21,SEU,1
1974-03-23,1974,3,23,UNK,1
1974-05-10,1974,5,10,SEU,1
1974-10-13,1974,10,13,SEU,1
1975-10-09,1975,10,9,SEU,1
1976-10-07,1976,10,7,UNK,1
1976-10-09,1976,10,9,UNK,1
1976-12-14,1976,12,14,UNK,1
1976-12-20,1976,12,20,UNK,1
1977-02-03,1977,2,3,SEU,1
1977-05-02,1977,5,2,SEU,1
1978-05-02,1978,5,2,SEU,1
1978-05-03,1978,5,3,SEU,1
1978-08-09,1978,8,9,UNK,1
1978-11-03,1978,11,3,UNK,1
1979-03-02,1979,3,2,UNK,1
1979-04-16,1979,4,16,SEU,1
1979-04-21,1979,4,21,UNK,1
1979-09-21,1979,9,21,UNK,1
1981-04-22,1981,4,22,SEU,1
1981-09-02,1981,9,2,SEU,1
1982-05-03,1982,5,3,UNK,1
1982-05-26,1982,5,26,SEU,1
1982-05-28,1982,5,28,UNK,1
1982-05-30,1982,5,30,SEU,1
1982-07-14,1982,7,14,SEU,1
1982-09-05,1982,9,5,SEU,1
1983-03-21,1983,3,21,SEU,1
1983-05-01,1983,5,1,SEU,1
